,index,location,bhk,total_sqft,bath,price,encoded_location
506,655,Bommasandra,3,1200.0,3.0,46.0,48
507,656,Haralur Road,4,3385.0,5.0,260.0,90
508,657,others,3,1641.0,3.0,66.0,230
509,658,Horamavu Agara,2,1200.0,2.0,45.0,98
510,659,Raja Rajeshwari Nagar,2,1260.0,2.0,67.39,184
511,660,Mahadevpura,3,1720.0,3.0,78.0,156
512,661,Yelahanka,2,1132.5,2.0,48.13,226
513,662,Yelahanka,2,1210.0,2.0,45.98,226
514,664,Bisuvanahalli,3,1075.0,2.0,45.0,46
515,665,Thanisandra,3,1702.0,3.0,130.0,209
516,667,Raja Rajeshwari Nagar,2,1141.0,2.0,38.55,184
517,668,others,3,2072.0,3.0,108.0,230
518,669,JP Nagar,5,5520.0,2.0,375.0,109
519,670,others,3,1200.0,2.0,70.0,230
520,671,others,3,1350.0,3.0,77.0,230
521,673,others,3,1180.0,2.0,78.34,230
522,678,Bannerghatta Road,3,1640.0,2.0,120.0,34
523,680,Kodichikkanahalli,3,1190.0,2.0,57.0,138
524,682,Marathahalli,2,1019.0,2.0,49.85,161
525,684,Akshaya Nagar,3,1250.0,3.0,40.0,11
526,686,Whitefield,2,1140.0,2.0,56.0,224
527,687,Lingadheeranahalli,3,1683.0,3.0,109.0,154
528,688,Kaggadasapura,3,1515.0,3.0,83.3,118
529,689,Hoodi,4,2118.0,4.0,111.0,97
530,690,Bannerghatta Road,4,1380.0,3.0,58.0,34
531,691,Varthur Road,2,1083.0,2.0,61.75,218
532,693,others,3,2300.0,3.0,120.0,230
533,694,others,2,1240.0,2.0,60.0,230
534,695,others,3,1750.0,3.0,120.0,230
535,696,others,2,1230.0,2.0,43.48,230
536,698,Abbigere,2,985.0,2.0,40.39,10
537,699,Tindlu,3,1500.0,2.0,87.0,213
538,701,others,2,950.0,2.0,44.0,230
539,703,Kothanur,3,1580.0,3.0,76.0,146
540,706,Hennur Road,3,2264.0,3.0,159.0,96
541,708,Kammasandra,2,810.0,2.0,24.5,125
542,709,others,2,1045.0,2.0,45.0,230
543,710,Hebbal,2,1337.0,2.0,82.0,92
544,713,Begur Road,3,1500.0,2.0,54.0,39
545,714,Whitefield,3,1640.0,4.0,91.0,224
546,715,others,3,1570.0,3.0,62.0,230
547,716,Gubbalala,3,1470.0,2.0,82.0,84
548,717,Kengeri,2,1160.0,2.0,40.61,135
549,718,7th Phase JP Nagar,2,1050.0,2.0,71.0,6
550,720,Bannerghatta Road,3,1460.0,2.0,90.0,34
551,721,Hulimavu,3,1823.0,3.0,100.0,105
552,722,Electronic City,2,1094.0,2.0,42.0,74
553,723,Budigere,2,1153.0,2.0,57.0,52
554,724,others,3,1325.0,3.0,57.0,230
555,725,others,4,1200.0,3.0,85.0,230
556,726,Jakkur,3,1590.0,2.0,125.0,110
557,729,others,2,1202.0,2.0,48.0,230
558,730,Haralur Road,2,1202.0,2.0,53.0,90
559,731,others,2,1200.0,2.0,62.5,230
560,732,Panathur,3,1688.0,3.0,118.0,180
561,733,Kaval Byrasandra,2,1020.0,2.0,52.0,133
562,734,Sarjapur,2,1185.0,2.0,47.0,193
563,735,Ramagondanahalli,2,1235.0,2.0,52.04,187
564,737,Banashankari,2,1077.0,2.0,37.64,26
565,738,Kengeri Satellite Town,3,1415.0,2.0,66.0,136
566,739,EPIP Zone,3,2330.0,3.0,162.0,73
567,740,Whitefield,2,805.0,2.0,35.0,224
568,741,others,1,425.0,1.0,20.03,230
569,742,Whitefield,2,1155.0,2.0,59.95,224
570,744,Anekal,2,656.0,2.0,22.0,17
571,745,others,2,1100.0,2.0,48.0,230
572,746,Mahadevpura,2,1150.0,2.0,52.0,156
573,750,Whitefield,3,2280.0,4.0,126.0,224
574,751,Hegde Nagar,2,1341.0,2.0,97.0,94
575,752,Jakkur,2,1279.0,2.0,77.0,110
576,753,Electronic City Phase II,4,2225.0,4.0,98.88,75
577,754,Thanisandra,2,1185.0,2.0,43.51,209
578,755,others,3,1750.0,3.0,85.0,230
579,756,Kudlu,2,1152.0,2.0,53.5,147
580,759,Varthur Road,4,2760.0,4.0,155.0,218
581,760,5th Phase JP Nagar,2,1070.0,2.0,39.0,4
582,761,Uttarahalli,2,1101.0,2.0,45.0,216
583,762,others,2,775.0,2.0,55.0,230
584,763,Yeshwanthpur,1,667.0,1.0,36.85,229
585,764,Electronic City,2,1070.0,2.0,55.0,74
586,765,Old Airport Road,3,1875.0,2.0,110.0,176
587,766,Kundalahalli,2,735.0,2.0,57.99,150
588,768,Koramangala,3,1750.0,3.0,130.0,144
589,769,Marathahalli,2,1215.0,2.0,67.0,161
590,771,Vishwapriya Layout,2,820.0,2.0,30.0,222
591,772,Banashankari Stage VI,2,1177.5,2.0,59.935,30
592,773,Battarahalli,3,1779.0,3.0,89.61,37
593,774,others,2,1105.0,2.0,58.0,230
594,775,others,1,1576.0,2.0,93.0,230
595,776,Whitefield,3,1650.0,3.0,60.0,224
596,779,Cox Town,3,1975.0,3.0,150.0,62
597,780,Kammasandra,2,674.0,2.0,33.0,125
598,781,Kaggadasapura,2,1185.0,2.0,41.0,118
599,782,Thanisandra,1,445.0,1.0,28.0,209
600,784,HSR Layout,3,1475.0,3.0,75.0,89
601,785,Gottigere,3,1618.0,3.0,82.5,82
602,786,Koramangala,2,1120.0,2.0,65.0,144
603,787,Marathahalli,4,2181.0,3.0,152.0,161
604,788,Vidyaranyapura,4,1200.0,4.0,90.0,219
605,790,Bannerghatta Road,3,1556.0,2.0,59.13,34
606,791,Bannerghatta Road,2,1179.0,2.0,66.02,34
607,792,Thanisandra,2,1296.0,2.0,83.0,209
608,793,Kaggadasapura,2,1275.0,2.0,52.0,118
609,795,Kathriguppe,3,1400.0,2.0,77.0,132
610,796,Gottigere,2,1222.0,2.0,63.0,82
611,797,Electronic City,2,940.0,2.0,41.0,74
612,798,Thanisandra,2,1185.0,2.0,42.6,209
613,799,Tumkur Road,3,1779.0,3.0,112.0,214
614,800,Begur Road,3,1615.0,3.0,59.76,39
615,802,Haralur Road,2,1056.0,2.0,61.0,90
616,803,7th Phase JP Nagar,2,1100.0,2.0,46.0,6
617,804,Arekere,2,920.0,2.0,40.0,20
618,805,others,3,1602.0,2.0,75.0,230
619,806,Padmanabhanagar,2,1176.0,2.0,62.0,178
620,809,Kasavanhalli,3,1717.0,3.0,99.0,130
621,811,Bhoganhalli,4,2119.0,4.0,111.0,43
622,812,Vittasandra,2,1246.0,2.0,67.3,223
623,813,Anandapura,2,1141.0,2.0,42.79,15
624,814,Hennur Road,2,1157.0,2.0,84.0,96
625,816,Yelahanka New Town,1,650.0,1.0,33.0,227
626,817,Hebbal,2,1349.0,2.0,98.0,92
627,818,others,3,1566.0,3.0,83.3,230
628,819,Sahakara Nagar,4,2830.0,3.0,195.0,190
629,821,others,3,1780.0,3.0,84.83,230
630,822,Varthur,2,1091.0,2.0,34.9,217
631,823,Rachenahalli,4,3670.0,4.0,300.0,183
632,824,7th Phase JP Nagar,2,918.0,2.0,50.49,6
633,825,Yeshwanthpur,4,1950.0,4.0,130.0,229
634,826,Panathur,3,1695.0,3.0,90.0,180
635,827,Yelahanka,3,1705.0,3.0,95.0,226
636,828,Kalyan nagar,3,1375.0,3.0,75.0,122
637,829,Kanakpura Road,1,525.0,1.0,30.0,127
638,830,Whitefield,2,1447.0,2.0,83.0,224
639,831,Thanisandra,2,1114.0,2.0,39.0,209
640,832,7th Phase JP Nagar,3,1450.0,2.0,100.0,6
641,834,others,2,1022.0,2.0,40.0,230
642,835,Hebbal,2,1000.0,2.0,45.0,92
643,836,Electronic City,2,1128.0,2.0,68.75,74
644,837,Kanakpura Road,2,1180.0,2.0,57.0,127
645,841,Kanakpura Road,2,1339.0,2.0,75.0,127
646,842,Yelachenahalli,3,1400.0,2.0,55.0,225
647,843,7th Phase JP Nagar,2,1040.0,2.0,39.52,6
648,844,Kadugodi,2,1198.0,2.0,58.0,117
649,845,others,4,1200.0,3.0,95.0,230
650,846,Sarjapur  Road,3,1691.0,3.0,113.0,194
651,847,Bisuvanahalli,3,1075.0,3.0,36.0,46
652,849,8th Phase JP Nagar,3,1240.0,3.0,43.5,7
653,850,Bannerghatta Road,2,1122.5,2.0,58.935,34
654,851,Mallasandra,3,1665.0,3.0,86.58,158
655,852,Marathahalli,3,2489.0,3.0,94.0,161
656,853,Brookefield,2,1142.0,2.0,70.0,51
657,856,Kothannur,3,1853.0,3.0,82.0,145
658,858,Kasturi Nagar,2,1567.0,2.0,92.0,131
659,862,Electronics City Phase 1,2,1175.0,2.0,51.47,76
660,863,Subramanyapura,2,1200.0,2.0,52.0,205
661,864,Kodichikkanahalli,2,995.0,2.0,41.0,138
662,865,Magadi Road,2,884.0,2.0,41.1,155
663,867,Yeshwanthpur,2,1170.0,2.0,57.0,229
664,868,KR Puram,2,1225.0,2.0,46.55,115
665,869,Electronic City,2,1342.0,2.0,73.3,74
666,870,Uttarahalli,2,1345.0,2.0,67.0,216
667,871,Kodigehaali,3,1320.0,3.0,65.0,139
668,873,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,184
669,874,Battarahalli,2,1300.0,2.0,50.0,37
670,875,Hosa Road,3,1652.0,3.0,85.0,101
671,876,Thigalarapalya,3,2072.0,4.0,142.0,210
672,877,Arekere,3,1740.0,2.0,95.0,20
673,878,Electronic City,3,1360.0,2.0,71.0,74
674,879,Hosur Road,3,1145.0,2.0,60.0,104
675,881,Sarjapur  Road,2,1278.0,2.0,95.0,194
676,882,Electronic City Phase II,1,630.0,1.0,40.0,75
677,883,Kanakpura Road,3,1100.0,3.0,58.0,127
678,884,others,3,1200.0,3.0,95.0,230
679,888,Hosur Road,5,3300.0,5.0,240.0,104
680,890,Gunjur,3,1356.0,2.0,66.0,85
681,891,others,2,823.0,2.0,28.0,230
682,892,TC Palaya,3,1200.0,2.0,66.0,207
683,893,Ramamurthy Nagar,2,1050.0,2.0,37.0,188
684,894,others,2,1180.0,2.0,69.0,230
685,896,7th Phase JP Nagar,2,1070.0,2.0,42.79,6
686,897,Varthur,2,1385.0,2.0,80.0,217
687,898,Varthur,1,1000.0,1.0,70.0,217
688,899,Whitefield,3,1897.0,3.0,130.0,224
689,900,Magadi Road,2,1005.0,2.0,55.78,155
690,901,Green Glen Layout,3,1575.0,3.0,125.0,83
691,902,Subramanyapura,2,975.0,2.0,65.0,205
692,903,Hennur Road,3,1904.0,3.0,120.0,96
693,904,Kengeri Satellite Town,1,930.0,1.0,30.0,136
694,907,Electronic City Phase II,2,2400.0,3.0,150.0,75
695,909,Sarjapur  Road,3,2238.0,3.0,140.0,194
696,910,Harlur,2,1174.0,2.0,69.0,91
697,911,Thubarahalli,4,3800.0,4.0,239.0,211
698,912,Whitefield,3,2225.0,2.0,125.0,224
699,914,Jigani,2,918.0,2.0,52.0,113
700,915,Mahadevpura,2,1250.0,2.0,52.0,156
701,916,Sarjapur  Road,3,1800.0,3.0,110.0,194
702,917,Marathahalli,2,1170.0,2.0,53.0,161
703,919,Bannerghatta Road,2,793.0,2.0,45.0,34
704,920,Jakkur,3,1710.0,3.0,107.0,110
705,921,Kambipura,3,1082.0,2.0,57.5,123
706,922,others,2,1001.0,2.0,33.03,230
707,924,Yelahanka,3,1590.0,2.0,54.0,226
708,925,others,3,2400.0,2.0,80.0,230
709,926,Horamavu Banaswadi,3,1554.0,3.0,55.0,99
710,927,Thanisandra,2,1142.5,2.0,43.415,209
711,929,Konanakunte,2,884.0,1.0,58.0,143
712,931,Marathahalli,2,1019.0,2.0,49.86,161
713,932,Ambedkar Nagar,3,1935.0,4.0,130.0,13
714,933,Uttarahalli,3,1135.0,2.0,39.73,216
715,940,Kasavanhalli,3,1799.0,3.0,90.0,130
716,941,Whitefield,4,4348.5,2.0,304.0,224
717,943,Kundalahalli,2,1047.0,2.0,82.0,150
718,944,others,2,1282.0,2.0,87.0,230
719,945,NGR Layout,2,1020.0,2.0,45.9,167
720,947,Whitefield,2,1495.0,2.0,79.5,224
721,948,Kasavanhalli,4,3260.0,4.0,240.0,130
722,949,others,3,1611.0,2.0,64.44,230
723,951,others,3,1500.0,2.0,95.0,230
724,952,Sahakara Nagar,3,1500.0,2.0,95.0,190
725,954,Uttarahalli,3,1540.0,3.0,50.0,216
726,955,Hosa Road,3,1639.0,3.0,80.0,101
727,957,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,184
728,963,Brookefield,3,1440.0,2.0,68.0,51
729,964,Seegehalli,2,901.0,2.0,35.14,198
730,966,Sarjapur,3,900.0,2.0,42.0,193
731,967,others,2,1060.0,2.0,55.0,230
732,968,NGR Layout,2,1020.0,2.0,48.45,167
733,969,Varthur,3,1535.0,3.0,65.99,217
734,970,others,1,530.0,1.0,20.0,230
735,972,others,2,1350.0,2.0,80.0,230
736,973,Sarjapur  Road,2,1115.0,2.0,50.0,194
737,974,Uttarahalli,2,1175.0,2.0,47.0,216
738,975,Whitefield,2,1113.0,2.0,62.0,224
739,978,Giri Nagar,2,650.0,2.0,42.0,80
740,979,Marathahalli,2,1325.0,2.0,71.55,161
741,980,Electronics City Phase 1,2,950.0,2.0,31.0,76
742,981,Jakkur,3,1396.0,2.0,86.51,110
743,982,Rachenahalli,2,1050.0,2.0,52.07,183
744,983,Thanisandra,3,1825.0,3.0,100.0,209
745,984,7th Phase JP Nagar,2,1190.0,2.0,49.98,6
746,985,Marathahalli,2,1220.0,2.0,56.5,161
747,986,NRI Layout,3,1565.0,2.0,75.0,168
748,987,Hennur Road,3,1891.0,3.0,109.0,96
749,988,others,2,900.0,2.0,27.0,230
750,989,Hosa Road,2,1161.0,2.0,55.15,101
751,993,Yeshwanthpur,1,665.0,1.0,36.85,229
752,995,Hoodi,2,1425.0,2.0,80.0,97
753,997,others,3,1200.0,3.0,56.12,230
754,998,Somasundara Palya,2,1255.0,2.0,67.0,202
755,999,Hegde Nagar,3,2112.95,4.0,145.0,94
756,1000,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,184
757,1001,Haralur Road,3,1810.0,3.0,100.0,90
758,1002,Indira Nagar,2,1200.0,2.0,93.0,108
759,1003,Harlur,2,1033.0,2.0,49.0,91
760,1004,others,3,1548.0,3.0,89.5,230
761,1005,Horamavu Banaswadi,3,1611.0,3.0,66.0,99
762,1007,Vidyaranyapura,3,1485.0,2.0,67.0,219
763,1008,Margondanahalli,2,2400.0,2.0,82.0,162
764,1009,others,2,1025.0,2.0,44.5,230
765,1011,others,2,1225.0,2.0,53.0,230
766,1012,5th Phase JP Nagar,2,1256.0,2.0,62.8,4
767,1013,Whitefield,4,2268.0,3.0,163.0,224
768,1014,Kanakpura Road,3,1100.0,3.0,53.0,127
769,1015,others,2,1141.0,2.0,62.0,230
770,1016,Attibele,1,400.0,1.0,12.0,21
771,1017,Chandapura,2,1400.0,2.0,60.0,55
772,1019,others,1,1576.0,1.0,110.0,230
773,1021,others,2,1175.0,2.0,48.27,230
774,1022,Sahakara Nagar,2,1100.0,2.0,56.0,190
775,1023,Kanakpura Road,3,1843.0,3.0,95.84,127
776,1025,Horamavu Banaswadi,2,1460.0,2.0,80.5,99
777,1026,Rachenahalli,3,1530.0,2.0,74.5,183
778,1027,HSR Layout,2,1467.0,2.0,55.0,89
779,1028,others,1,950.0,1.0,40.0,230
780,1029,Vittasandra,2,1246.0,2.0,64.5,223
781,1030,Kanakapura,1,711.0,1.0,38.0,126
782,1031,Haralur Road,2,1194.0,2.0,46.0,90
783,1032,Babusapalaya,3,1358.0,2.0,43.4,24
784,1034,Hoodi,2,1420.0,2.0,75.0,97
785,1035,Kathriguppe,3,1250.0,2.0,68.75,132
786,1036,Akshaya Nagar,2,1280.0,2.0,58.0,11
787,1037,others,2,1209.0,2.0,50.0,230
788,1038,others,5,4200.0,5.0,225.0,230
789,1040,Panathur,3,1315.0,2.0,54.8,180
790,1041,others,3,1800.0,3.0,90.0,230
791,1042,others,5,1600.0,4.0,125.0,230
792,1043,TC Palaya,3,1600.0,2.0,65.0,207
793,1045,others,3,1563.0,3.0,52.0,230
794,1046,Whitefield,3,1560.0,2.0,72.0,224
795,1047,Brookefield,3,2169.0,4.0,115.0,51
796,1049,Rachenahalli,2,1050.0,2.0,55.5,183
797,1050,Iblur Village,3,3235.0,3.0,235.0,107
798,1051,TC Palaya,3,1200.0,3.0,66.0,207
799,1052,HSR Layout,2,1140.0,2.0,46.0,89
800,1054,Horamavu Agara,3,1560.0,3.0,75.0,98
801,1055,JP Nagar,2,1100.0,2.0,70.0,109
802,1056,Kasavanhalli,3,1260.0,2.0,40.32,130
803,1057,Hebbal,2,1036.0,2.0,50.0,92
804,1058,Akshaya Nagar,3,1662.0,3.0,85.1,11
805,1059,Yelachenahalli,3,1464.0,2.0,105.0,225
806,1060,Yelahanka,2,1234.0,2.0,80.0,226
807,1061,Sarjapur  Road,3,1403.0,3.0,55.0,194
808,1064,Seegehalli,3,1150.0,2.0,42.9,198
809,1067,Kanakapura,2,929.0,2.0,46.0,126
810,1069,TC Palaya,3,1350.0,2.0,75.0,207
811,1070,others,2,1135.0,2.0,39.73,230
812,1071,others,2,1405.0,2.0,70.0,230
813,1072,Whitefield,2,1200.0,2.0,45.84,224
814,1073,Haralur Road,4,2805.0,4.0,154.0,90
815,1074,Yeshwanthpur,2,1161.0,2.0,64.08,229
816,1075,Kanakpura Road,2,1290.0,2.0,74.0,127
817,1076,Yeshwanthpur,3,2557.0,3.0,141.0,229
818,1077,others,3,1480.0,3.0,90.0,230
819,1079,Old Madras Road,3,1350.0,3.0,54.54,177
820,1080,Kadugodi,3,1580.0,2.0,65.0,117
821,1081,Banashankari,3,1470.0,2.0,88.64,26
822,1083,Sarjapur  Road,2,1346.0,2.0,61.92,194
823,1084,others,3,1600.0,3.0,90.0,230
824,1088,others,2,1200.0,2.0,35.0,230
825,1089,Channasandra,3,1340.0,2.0,48.33,56
826,1091,Jigani,2,918.0,2.0,48.0,113
827,1092,others,3,1500.0,3.0,115.0,230
828,1093,Yelahanka,2,1315.0,2.0,85.0,226
829,1095,Uttarahalli,3,1390.0,2.0,62.55,216
830,1096,Uttarahalli,3,1330.0,2.0,56.0,216
831,1098,others,3,1824.0,3.0,125.0,230
832,1099,7th Phase JP Nagar,3,1420.0,2.0,96.0,6
833,1100,others,1,750.0,1.0,56.25,230
834,1101,Jalahalli East,3,1260.0,2.0,60.0,112
835,1102,Hennur Road,3,1561.0,3.0,95.0,96
836,1104,others,2,1060.0,2.0,42.0,230
837,1106,Haralur Road,2,1225.0,2.0,67.38,90
838,1107,Thanisandra,3,2144.0,3.0,135.0,209
839,1109,Electronic City,2,880.0,2.0,29.0,74
840,1110,Hoodi,3,1639.0,3.0,110.0,97
841,1111,Thanisandra,3,1240.0,2.0,62.0,209
842,1112,Kanakpura Road,2,1500.0,2.0,69.0,127
843,1113,Haralur Road,2,1243.0,2.0,46.0,90
844,1114,Marathahalli,3,1575.0,3.0,78.0,161
845,1116,Kambipura,3,1082.0,2.0,56.0,123
846,1117,Konanakunte,3,1637.0,3.0,73.0,143
847,1118,Kanakpura Road,3,1665.0,3.0,86.58,127
848,1119,Electronic City,2,1265.0,2.0,56.93,74
849,1120,Electronic City,3,1691.0,2.0,102.0,74
850,1121,Thanisandra,2,1100.0,2.0,38.0,209
851,1123,others,3,1500.0,3.0,62.0,230
852,1126,Choodasandra,2,1115.0,2.0,50.0,60
853,1127,Mysore Road,2,1070.0,2.0,45.0,166
854,1129,Budigere,2,1162.0,2.0,57.0,52
855,1130,others,2,1339.0,2.0,55.0,230
856,1131,Mahadevpura,2,1192.0,2.0,75.0,156
857,1132,Haralur Road,3,1920.0,3.0,115.0,90
858,1133,Hennur,2,1255.0,2.0,52.32,95
859,1135,others,3,1600.0,3.0,75.0,230
860,1136,others,2,1225.0,2.0,55.11,230
861,1138,Kasturi Nagar,3,1570.0,3.0,80.0,131
862,1139,Thanisandra,2,1093.0,2.0,70.0,209
863,1140,Basaveshwara Nagar,3,1865.0,3.0,145.0,36
864,1142,Kaikondrahalli,2,1039.0,2.0,80.0,120
865,1144,Whitefield,3,1985.0,3.0,75.0,224
866,1145,Hosakerehalli,3,1590.0,3.0,49.0,102
867,1147,Electronic City Phase II,2,775.0,2.0,38.0,75
868,1148,others,2,1000.0,2.0,50.0,230
869,1150,Bommasandra,2,1035.0,2.0,41.0,48
870,1151,Dasarahalli,3,1520.0,2.0,75.0,64
871,1152,Whitefield,2,1360.0,2.0,95.0,224
872,1153,others,4,6000.0,5.0,400.0,230
873,1154,Kodigehaali,2,1117.0,2.0,56.0,139
874,1156,EPIP Zone,2,1330.0,2.0,92.5,73
875,1157,Marathahalli,3,1937.0,3.0,160.0,161
876,1158,Electronic City,2,1128.0,2.0,65.49,74
877,1159,Neeladri Nagar,2,1053.0,2.0,45.0,173
878,1160,Panathur,2,1198.0,2.0,77.0,180
879,1161,Marathahalli,2,1152.0,2.0,56.0,161
880,1163,Frazer Town,2,1625.0,2.0,75.0,77
881,1164,Kundalahalli,3,1397.0,3.0,105.0,150
882,1167,Kaggalipura,1,700.0,1.0,38.0,119
883,1168,Yelahanka,2,1170.0,2.0,62.5,226
884,1169,Kanakpura Road,3,1200.0,2.0,42.0,127
885,1170,others,3,2400.0,3.0,170.0,230
886,1171,others,2,1480.0,2.0,65.0,230
887,1172,Akshaya Nagar,3,1897.0,3.0,120.0,11
888,1173,Rachenahalli,2,996.0,2.0,67.0,183
889,1174,Haralur Road,3,1875.0,3.0,110.0,90
890,1175,others,3,1500.0,2.0,98.0,230
891,1178,Yelahanka,3,1450.0,3.0,65.255,226
892,1179,Yelahanka,1,697.0,1.0,45.0,226
893,1180,Sarjapur  Road,1,710.0,1.0,27.0,194
894,1181,others,2,910.0,2.0,30.5,230
895,1182,Sompura,3,1025.0,2.0,48.0,203
896,1183,Magadi Road,2,1000.0,2.0,46.5,155
897,1185,Horamavu Agara,3,1453.0,2.0,46.48,98
898,1187,Thanisandra,2,971.5,2.0,36.435,209
899,1188,Bellandur,2,1281.0,2.0,74.0,40
900,1189,Cooke Town,1,565.0,1.0,35.0,61
901,1190,Varthur,2,1024.0,2.0,42.0,217
902,1191,Electronic City,3,1620.0,3.0,62.0,74
903,1192,Whitefield,2,1254.0,2.0,40.0,224
904,1193,Banashankari,3,1300.0,2.0,75.0,26
905,1194,Doddakallasandra,2,1233.0,2.0,43.0,69
906,1196,Hosur Road,3,1510.0,2.0,105.0,104
907,1197,Kaggalipura,2,950.0,2.0,65.0,119
908,1198,Battarahalli,3,1945.0,3.0,97.42,37
909,1199,Uttarahalli,2,1008.0,2.0,45.0,216
910,1200,Thanisandra,3,1265.0,2.0,79.0,209
911,1201,Hebbal,3,1255.0,2.0,77.68,92
912,1203,Yelenahalli,2,1200.0,2.0,46.17,228
913,1204,Sarjapur  Road,3,1403.0,3.0,51.63,194
914,1205,Kudlu Gate,3,1535.0,3.0,85.0,148
915,1206,others,3,1500.0,3.0,100.0,230
916,1207,Chamrajpet,3,1475.0,2.0,120.0,54
917,1208,Uttarahalli,3,1390.0,2.0,60.47,216
918,1209,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,184
919,1210,others,2,1133.0,2.0,55.0,230
920,1212,others,5,2900.0,5.0,90.0,230
921,1213,Kogilu,2,1170.0,2.0,51.99,142
922,1215,Whitefield,3,1697.0,3.0,94.79,224
923,1216,Thanisandra,3,1651.0,3.0,97.38,209
924,1218,Hennur Road,3,1192.0,2.0,60.0,96
925,1219,OMBR Layout,2,1078.0,2.0,65.0,175
926,1221,Kasavanhalli,2,1349.0,2.0,78.0,130
927,1223,7th Phase JP Nagar,3,1680.0,3.0,120.0,6
928,1224,Rayasandra,3,1314.0,2.0,63.0,189
929,1225,Garudachar Palya,2,1060.0,2.0,48.7,79
930,1226,Kalyan nagar,2,820.0,2.0,39.0,122
931,1227,Whitefield,4,5000.0,4.0,400.0,224
932,1228,others,3,2000.0,3.0,85.0,230
933,1229,others,2,856.0,2.0,40.0,230
934,1230,Rajaji Nagar,3,1621.0,4.0,130.0,185
935,1231,others,3,1200.0,3.0,68.4,230
936,1232,Bannerghatta Road,3,1484.0,3.0,52.5,34
937,1234,others,4,14000.0,3.0,800.0,230
938,1235,Yelahanka New Town,1,500.0,1.0,20.0,227
939,1236,others,1,485.0,1.0,15.0,230
940,1237,7th Phase JP Nagar,2,1050.0,2.0,42.0,6
941,1238,Uttarahalli,3,1617.0,3.0,66.68,216
942,1240,others,3,1384.0,3.0,62.28,230
943,1241,Devanahalli,2,1408.0,2.0,85.0,65
944,1242,Uttarahalli,2,1150.0,2.0,49.0,216
945,1243,Akshaya Nagar,3,1410.0,2.0,75.0,11
946,1244,Kaggadasapura,4,2150.0,4.0,100.0,118
947,1247,others,3,1508.0,3.0,70.25,230
948,1248,Ramamurthy Nagar,2,1040.0,2.0,50.0,188
949,1249,TC Palaya,2,1240.0,2.0,60.0,207
950,1250,Kudlu Gate,3,1535.0,3.0,78.0,148
951,1251,Lakshminarayana Pura,2,1180.0,2.0,75.0,153
952,1252,Abbigere,6,2200.0,6.0,68.0,10
953,1253,Bannerghatta Road,2,1400.0,2.0,78.0,34
954,1254,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,184
955,1256,Sarjapur  Road,3,1984.0,4.0,146.0,194
956,1258,Garudachar Palya,3,1960.0,3.0,160.0,79
957,1259,Sarjapur  Road,2,1035.0,2.0,45.0,194
958,1260,others,4,2150.0,4.0,80.0,230
959,1261,Whitefield,3,1700.0,3.0,115.0,224
960,1262,Hosakerehalli,4,3024.0,5.0,248.0,102
961,1263,Tumkur Road,3,1586.0,3.0,100.0,214
962,1264,Hennur,3,2264.0,2.0,155.0,95
963,1265,Chikka Tirupathi,4,2325.0,4.0,120.0,57
964,1266,Yelahanka,2,1120.0,2.0,55.0,226
965,1267,Yelahanka,3,1662.0,2.0,67.98,226
966,1268,Sarjapur  Road,2,1128.0,2.0,59.0,194
967,1270,Jigani,2,924.0,2.0,65.0,113
968,1271,others,3,1600.0,3.0,52.0,230
969,1272,Pai Layout,2,1006.0,2.0,35.0,179
970,1273,Amruthahalli,2,1200.0,2.0,55.0,14
971,1274,others,2,1250.0,2.0,62.0,230
972,1276,Kannamangala,2,957.0,2.0,56.0,128
973,1277,Whitefield,2,1140.0,2.0,41.0,224
974,1278,others,2,1050.0,2.0,67.0,230
975,1279,Kasturi Nagar,3,1565.0,3.0,88.5,131
976,1280,Whitefield,2,1190.0,2.0,57.0,224
977,1281,Whitefield,3,2842.0,3.0,162.0,224
978,1282,Kanakpura Road,3,1558.67,2.0,65.0,127
979,1283,Electronics City Phase 1,1,630.0,1.0,39.0,76
980,1284,Whitefield,3,1403.0,2.0,60.81,224
981,1285,Kanakpura Road,3,1542.0,2.0,85.0,127
982,1286,Haralur Road,4,2750.0,4.0,220.0,90
983,1287,Iblur Village,4,3596.0,5.0,290.0,107
984,1288,Kengeri Satellite Town,3,1635.0,2.0,78.0,136
985,1289,Mysore Road,2,1239.0,2.0,53.0,166
986,1291,others,3,1596.0,3.0,105.0,230
987,1292,Channasandra,2,1009.0,2.0,38.34,56
988,1293,Hosa Road,3,1726.0,3.0,81.99,101
989,1294,Kudlu Gate,3,1535.0,3.0,86.0,148
990,1295,Banashankari Stage V,3,1300.0,2.0,58.5,29
991,1297,others,3,1800.0,3.0,80.0,230
992,1298,Binny Pete,1,665.0,1.0,50.75,45
993,1300,TC Palaya,3,1500.0,2.0,100.0,207
994,1301,others,2,925.0,2.0,48.0,230
995,1302,Old Airport Road,4,3356.0,4.0,251.0,176
996,1303,others,2,1395.0,2.0,63.59,230
997,1304,Sonnenahalli,3,1415.0,2.0,55.0,204
998,1305,Begur,3,1419.0,2.0,59.0,38
999,1306,Kasavanhalli,2,1121.0,2.0,78.0,130
